Gene_symbol	Module_assignment
ENSMMUG00000002922	Not significant
ENSMMUG00000004015	Mono early up
ENSMMUG00000008224	Not significant
ENSMMUG00000008227	Mono late down
ENSMMUG00000013289	Mono late down
ENSMMUG00000013779	Not significant
ENSMMUG00000014003	Not significant
ENSMMUG00000014402	Mono late up
ENSMMUG00000015285	Not significant
ENSMMUG00000018860	Not significant
ENSMMUG00000020008	Not significant
ENSMMUG00000020102	Not significant
ENSMMUG00000020856	Not significant
ENSMMUG00000031202	Not significant
ENSMMUG00000037542	Not significant
ENSMMUG00000037901	Not significant
ENSMMUG00000038113	Not significant
ENSMMUG00000038355	Not significant
ENSMMUG00000038533	Not significant
ENSMMUG00000039360	Not significant
ENSMMUG00000039788	Not significant
ENSMMUG00000040625	Not significant
ENSMMUG00000040626	Not significant
ENSMMUG00000040642	Not significant
ENSMMUG00000041183	Not significant
ENSMMUG00000041473	Not significant
ENSMMUG00000041939	Not significant
ENSMMUG00000041974	Not significant
ENSMMUG00000042057	Not significant
ENSMMUG00000042343	Mono early up
ENSMMUG00000042961	Not significant
ENSMMUG00000043350	Not significant
ENSMMUG00000043712	Not significant
ENSMMUG00000044591	Not significant
ENSMMUG00000045612	Not significant
ENSMMUG00000046263	Not significant
ENSMMUG00000047311	Not significant
ENSMMUG00000048107	Not significant
ENTPD1	Mono late down
EPB41L5	Not significant
EPN2	Not significant
ERCC6L	Not significant
EVI5	Mono early down
EXT1	Not significant
F2R	Not significant
FAM13A	Not significant
FAM184B	Not significant
FAM214B	Not significant
FAM49A	Mono late down
FASLG	Not significant
FBXL19	Not significant
FBXO30	Not significant
FCGR3	Mono late down
FGFBP2	Not significant
FGR	Not significant
FHL2	Not significant
FOCAD	Not significant
FRY	Not significant
GALNT3	Not significant
GAS7	Not significant
GFI1	Not significant
GK	Not significant
GK5	Not significant
GMPPB	Not significant
GNGT2	Not significant
GOT1	Not significant
GPR141	Not significant
GPR35	Not significant
GPR55	Not significant
GPT2	Not significant
GTDC1	Not significant
GTPBP2	Not significant
GZMA	Not significant
GZMM	Not significant
HEG1	Not significant
HIP1	Not significant
HJURP	Not significant
HLA-DQB1	B/T early up
HLCS	Not significant
HUNK	Not significant
HUS1	Not significant
IKZF2	Not significant
IL12RB2	Not significant
IL18RAP	Not significant
IL7	Not significant
IMPDH1	Not significant
INCENP	Not significant
INPP1	Not significant
IPPK	Not significant
IRF8	Not significant
ITGAM	Mono late up
ITGAV	Not significant
ITGAX	B down
JPT2	Not significant
KCNAB3	Not significant
KCNK5	Not significant
KIAA0141	Not significant
KIF11	Not significant
KIF15	Not significant
KIF21A	Not significant
KIF23	Not significant
KIF26B	Not significant
KIFC1	Not significant
KLHDC3	Not significant
KLRC1	Not significant
KLRD1	Not significant
KLRF1	Not significant
KLRG1	Not significant
KRBA2	Not significant
LCA5	Not significant
LIN7C	Not significant
LITAF	Mono late up
LRRC46	Not significant
LRRC56	Not significant
LY6E	Not significant
LYRM7	Not significant
MAGT1	Not significant
MAMLD1	Not significant
MAMU-DMA	Mono late down
MAMU-DMB	Mono late down
MAMU-DRB1	Mono late down
MAST3	Not significant
MCF2	Not significant
MCM2	Not significant
MCRIP1	Not significant
MED12L	Not significant
MED9	Not significant
MEI1	Not significant
METRNL	Not significant
MFSD4A	Not significant
MGST2	Not significant
MICAL2	Not significant
MICALCL	Not significant
MOB3A	Not significant
MON1A	Not significant
MPC1	Not significant
MYO1C	Not significant
MYO1E	Not significant
MYRF	Not significant
NCAPG	Not significant
NCKAP5L	Not significant
NCR1	Lymph late up
NCR3	Not significant
NDE1	Not significant
NDUFA5	Not significant
NDUFAF6	Not significant
NEU1	Not significant
NFE2L3	Not significant
NFKBID	Not significant
NHSL2	Not significant
NKG7	Not significant
NLRC3	Not significant
NR1H3	Not significant
NSMAF	Not significant
NTN4	Not significant
NTNG2	Not significant
NUF2	Not significant
NUP37	Not significant
NUSAP1	Not significant
OBSCN	Not significant
OGFRL1	Mono late down
OSR2	Not significant
PCDH1	Not significant
PCGF1	Not significant
PCNX3	Not significant
PERP	Not significant
PIK3R2	Not significant
PIP5K1C	Not significant
PITPNA	Not significant
PKNOX1	Not significant
PLCB1	Mono late down
PLCG2	Not significant
PLCXD2	Not significant
PLK1	Not significant
PLTP	Not significant
PMAIP1	Not significant
POLE	Not significant
POLR1A	Not significant
POLR3K	Not significant
POMT2	Not significant
PPP2R2B	Not significant
PQLC2	Not significant
PRKCA	Not significant
PRSS57	Not significant
PSEN2	Not significant
PTGDR	Not significant
PTK7	Not significant
PTMS	Not significant
PVRIG	Not significant
RALGPS1	Not significant
RAVER1	Not significant
RBBP4	Not significant
RETSAT	Not significant
RHBDF2	Mono late up
RHOBTB1	Not significant
RHOBTB3	Not significant
RHOF	Not significant
RIN3	Not significant
RPA2	Not significant
RTP5	Not significant
S1PR5	Not significant
SAMD3	Not significant
SCAF1	Not significant
SEC24C	Not significant
SELENOP	Mono late down
SEMA4F	Not significant
SERPINB6	Not significant
SERPINI1	Not significant
SFR1	Not significant
SGCB	Not significant
SH3TC1	Not significant
SIGLEC5	Not significant
SKAP2	Not significant
SLAMF6	Not significant
SLAMF7	Not significant
SLC11A1	Not significant
SLC12A4	Not significant
SLC1A4	Not significant
SLC31A2	Not significant
SLC43A3	Mono late up
SLC4A10	Not significant
SLC6A6	Not significant
SLCO4C1	Not significant
SMARCD2	Not significant
SMIM29	Not significant
SNRNP40	Not significant
SNX10	Mono late up
SOAT1	Not significant
SPINK2	Not significant
SPRY2	Not significant
SRGAP2	Not significant
SRM	Not significant
SSH1	Not significant
SSH3	Not significant
STXBP4	Not significant
SYK	B down
SYT11	Not significant
TAF6L	Not significant
TBC1D20	Not significant
TBKBP1	Not significant
TEC	Not significant
TFEB	Not significant
THEM4	Not significant
THY1	Not significant
TIMM21	Not significant
TLN2	Not significant
TLR6	Not significant
TM7SF3	Not significant
TMEM104	Not significant
TMEM229B	Not significant
TMEM68	Not significant
TNFSF14	Not significant
TPCN2	Not significant
TRAV6	Not significant
TSHZ3	Not significant
TSPAN33	Mono late down
TTLL4	Not significant
TUBB1	Not significant
TYROBP	Global late down
U2AF2	Not significant
UBALD1	Not significant
USP54	Not significant
VANGL1	Not significant
VWA5A	Not significant
WDR63	NK mid up
WEE1	Not significant
ZBED4	Not significant
ZBP1	Not significant
ZBTB22	Not significant
ZBTB32	Not significant
ZC3H10	Not significant
ZFAT	Not significant
ZGRF1	Not significant
ZMAT5	Not significant
ZNF438	Not significant
ZNF449	Not significant
ZNF496	Not significant
ZNF502	Not significant
ZNF79	Not significant
ABCB1	Not significant
AKR1C1	Not significant
APEX2	Not significant
ARHGAP1	Not significant
BANK1	Global up
C1orf216	Not significant
C22orf39	Not significant
C8H8orf76	Not significant
CARD6	Not significant
CHPT1	Not significant
CREB3	Not significant
ENSMMUG00000001245	Not significant
EXOG	Not significant
FADS3	Not significant
GGCT	Not significant
HAVCR2	Not significant
KIAA1217	Not significant
MCM10	Not significant
METTL6	Not significant
NRM	Not significant
OLFM1	Not significant
PALLD	Mono late down
PIDD1	Not significant
PMPCA	Not significant
RASSF2	Not significant
RNASEL	Not significant
SDK2	Not significant
SNTB1	Not significant
TAMM41	Not significant
TM6SF1	Not significant
TRIM59	Not significant
TXNDC16	Not significant
VEGFA	Lymph late up
ZNF432	Not significant
ADAM19	Not significant
ARHGEF39	Not significant
ARL11	Not significant
ATP5F1	Not significant
AURKA	Not significant
AURKB	Not significant
BIRC5	Not significant
BOLA1	Not significant
BUB1	Not significant
C9orf40	Not significant
CAB39L	Not significant
CCDC126	Not significant
CCDC150	Not significant
CCNB2	Not significant
CCNE1	Not significant
CCNF	Not significant
CDC20	Not significant
CDC6	Not significant
CDCA2	Not significant
CDCA7	Not significant
CDKN3	Not significant
CDPF1	Not significant
CENPW	Not significant
CEP55	Not significant
CHAF1B	Not significant
CHMP1A	Not significant
CHTF18	Not significant
CIT	Not significant
CLDN15	Not significant
CLSPN	Not significant
CTBP2	Mono late down
CYB5R1	Not significant
DDX11	Not significant
DHCR7	Not significant
DLGAP5	Not significant
DTL	Not significant
E2F1	Not significant
ENSMMUG00000001764	Mono early up
ENSMMUG00000001895	Not significant
ENSMMUG00000002722	Not significant
ENSMMUG00000003926	Not significant
ENSMMUG00000006011	Not significant
ENSMMUG00000006517	Not significant
ENSMMUG00000006814	Not significant
ENSMMUG00000009657	Not significant
ENSMMUG00000010333	Not significant
ENSMMUG00000013527	Not significant
ENSMMUG00000013925	Not significant
ENSMMUG00000014009	Not significant
ENSMMUG00000014717	Not significant
ENSMMUG00000017133	Not significant
ENSMMUG00000018296	Not significant
ENSMMUG00000020594	Not significant
ENSMMUG00000022587	Not significant
ENSMMUG00000029945	Not significant
ENSMMUG00000030465	Not significant
ENSMMUG00000030696	Not significant
ENSMMUG00000030901	Not significant
ENSMMUG00000031047	Not significant
ENSMMUG00000031343	Not significant
ENSMMUG00000031396	Not significant
ENSMMUG00000032194	Not significant
ENSMMUG00000032370	Not significant
ENSMMUG00000038094	Not significant
ENSMMUG00000038584	Not significant
ENSMMUG00000039415	Not significant
ENSMMUG00000040029	Not significant
ENSMMUG00000040105	Not significant
ENSMMUG00000040487	Not significant
ENSMMUG00000040849	Not significant
ENSMMUG00000041033	Not significant
ENSMMUG00000041283	Not significant
ENSMMUG00000041811	Not significant
ENSMMUG00000042994	Not significant
ENSMMUG00000043395	Not significant
ENSMMUG00000043635	Not significant
ENSMMUG00000044377	Not significant
ENSMMUG00000044960	Not significant
ENSMMUG00000046867	Not significant
ENSMMUG00000047507	Not significant
ENSMMUG00000047568	Not significant
ENSMMUG00000048391	Not significant
ERP29	Not significant
ETFDH	Not significant
EXO1	Not significant
EXOSC5	Not significant
FADS1	Not significant
FBXO6	Not significant
FEN1	Not significant
FES	Not significant
FOXM1	Not significant
GALM	Not significant
GEN1	Not significant
GNA15	Mono late up
GOT2	Not significant
GTF2H2	Not significant
GTSE1	Not significant
HAUS5	Not significant
HDGFL3	Not significant
HIST1H1B	Not significant
HIST1H2AH	Not significant
HK2	Not significant
HMMR	Not significant
IL23R	Not significant
ISYNA1	Not significant
KATNAL1	Not significant
KIF14	Not significant
KIF2C	Not significant
KIF4A	Not significant
KLRC3	Not significant
KNTC1	Not significant
LMO4	Not significant
LRR1	Not significant
LRRC42	Not significant
MECR	Not significant
METTL2A	Not significant
MFN2	Not significant
MGME1	Not significant
MRPL2	Not significant
MRPL35	Not significant
MRPL42	Not significant
MTMR11	Not significant
MYBL2	Not significant
MZB1	Not significant
NAT6	Not significant
NCAPH	Not significant
NCDN	Not significant
NDOR1	Not significant
NLK	Not significant
NPHP4	Not significant
NQO2	Not significant
NUDT16	Mono late up
OTUD7B	Not significant
PCMT1	Not significant
PDCD2L	Not significant
PDLIM7	Not significant
PEX14	Not significant
PGAM1	Not significant
PHGDH	Not significant
POC1A	Not significant
POLR2F	Not significant
PRAM1	Not significant
PRC1	Not significant
PSAT1	Not significant
RAD51	Not significant
RAD54L	Not significant
RFC2	Not significant
RRM2	Not significant
RTL10	Not significant
SEC23A	Not significant
SH3GL1	Not significant
SHCBP1	Not significant
SLC25A10	Not significant
SLC25A11	Not significant
SLC29A1	Not significant
SPAG5	Not significant
TATDN3	Not significant
THOP1	Not significant
TIMM17B	Not significant
TK1	Not significant
TMEM177	Not significant
TSFM	Not significant
TSR3	Not significant
TTC23	Not significant
TXNDC17	Not significant
UBTD2	Not significant
UHRF1	Not significant
WFS1	Not significant
ZBED2	Not significant
ZNF253	Not significant
ZNF322	Not significant
A4GALT	Not significant
ABCA4	Not significant
ABCC4	Not significant
ABCD2	Not significant
ADAM9	Not significant
ADAMTS13	Not significant
ADAP1	Not significant
ADARB1	Not significant
ADAT2	Not significant
AEBP1	Not significant
AFMID	Not significant
AGBL2	Not significant
AIFM3	Not significant
ALKBH6	Not significant
ANK1	Not significant
ANKMY2	Not significant
ANXA4	Not significant
AREG	Not significant
ARHGAP24	Not significant
ARHGAP31	Not significant
ARID3A	Not significant
ARL10	Not significant
ARL4D	Not significant
ARL5B	Not significant
ATG16L2	Not significant
ATP6V0A1	Not significant
ATP8B1	Not significant
B4GALT2	Not significant
BASP1	Not significant
BCL7A	Not significant
BEND6	Not significant
BEND7	Not significant
BFAR	Not significant
BICDL2	Not significant
BLK	Not significant
BLNK	Not significant
BMF	Not significant
BTBD3	Not significant
CACNA1A	Not significant
CADM1	Not significant
CALY	Not significant
CCDC125	Not significant
CCDC187	Not significant
CCDC191	Not significant
CCDC28A	Not significant
CCDC32	Not significant
CCDC80	Not significant
CCSER1	Not significant
CD180	Not significant
CD19	B down
CD22	Not significant
CD24	Not significant
CD40	Not significant
CD72	Not significant
CDCA7L	Not significant
CDH2	Not significant
CDH20	Not significant
CDK14	Not significant
CELF6	Not significant
CGN	Not significant
CHST15	Not significant
CIITA	Not significant
CLCF1	Not significant
CLEC17A	Not significant
CLUAP1	Not significant
CMTM8	Not significant
CNR2	Not significant
COL8A2	Not significant
CPPED1	Not significant
CSF2RB	Mono late up
CSGALNACT1	Not significant
CTNND1	Not significant
CYB561A3	Not significant
CYP27A1	Mono late down
DAPK1	Mono late down
DAPP1	Not significant
DENND2A	Not significant
DENND3	Not significant
DENND5B	Not significant
DERL3	Not significant
DFFA	Not significant
DGKG	Not significant
DIRAS2	Not significant
DLL1	Not significant
DMD	Not significant
DMPK	Not significant
DNPH1	Not significant
DOK3	Not significant
DRAM2	Not significant
DSE	Not significant
DUSP28	Not significant
DYNLRB2	Not significant
E2F5	Not significant
EAF2	B/T early up
EBF1	Not significant
ELL3	Not significant
EMILIN2	Not significant
ENC1	Not significant
ENSMMUG00000002200	Not significant
ENSMMUG00000002764	Not significant
ENSMMUG00000004807	Not significant
ENSMMUG00000004839	Not significant
ENSMMUG00000007341	Not significant
ENSMMUG00000007379	Not significant
ENSMMUG00000007849	Not significant
ENSMMUG00000008000	Not significant
ENSMMUG00000008181	Not significant
ENSMMUG00000008434	Not significant
ENSMMUG00000009038	Not significant
ENSMMUG00000010647	Not significant
ENSMMUG00000011303	Not significant
ENSMMUG00000011424	Not significant
ENSMMUG00000012083	Not significant
ENSMMUG00000012407	Not significant
ENSMMUG00000012859	Not significant
ENSMMUG00000013172	Not significant
ENSMMUG00000014259	Not significant
ENSMMUG00000014641	Not significant
ENSMMUG00000014661	Not significant
ENSMMUG00000015202	Not significant
ENSMMUG00000015443	Not significant
ENSMMUG00000016634	Not significant
ENSMMUG00000016682	Not significant
ENSMMUG00000017111	Not significant
ENSMMUG00000018611	Not significant
ENSMMUG00000019087	Not significant
ENSMMUG00000019253	Not significant
ENSMMUG00000019689	Not significant
ENSMMUG00000022836	Not significant
ENSMMUG00000029022	Not significant
ENSMMUG00000029059	Not significant
ENSMMUG00000037520	Not significant
ENSMMUG00000037569	Not significant
ENSMMUG00000038067	Not significant
ENSMMUG00000038237	Not significant
ENSMMUG00000038358	Mono late down
ENSMMUG00000038544	Not significant
ENSMMUG00000039562	Not significant
ENSMMUG00000039742	Not significant
ENSMMUG00000041411	Not significant
ENSMMUG00000041723	Not significant
ENSMMUG00000041744	Not significant
ENSMMUG00000042014	Not significant
ENSMMUG00000042143	Mono late down
ENSMMUG00000042261	Not significant
ENSMMUG00000042625	Not significant
ENSMMUG00000043259	Not significant
ENSMMUG00000043450	Not significant
ENSMMUG00000043513	Not significant
ENSMMUG00000043771	Not significant
ENSMMUG00000044001	Not significant
ENSMMUG00000044197	Not significant
ENSMMUG00000044215	Not significant
ENSMMUG00000044802	Not significant
ENSMMUG00000044861	Not significant
ENSMMUG00000045221	Not significant
ENSMMUG00000045846	Not significant
ENSMMUG00000048370	Not significant
ENSMMUG00000048526	Not significant
ENSMMUG00000049030	Not significant
ENSMMUG00000049216	Not significant
ENSMMUG00000049226	Not significant
EPS8	Mono early up
ERMAP	Not significant
EVC2	Not significant
EYA2	Not significant
FAM117B	Not significant
FAM129C	Not significant
FAM135A	Not significant
FAM167A	Not significant
FAM173A	Not significant
FAM81A	Not significant
FANCL	Not significant
FARP2	Not significant
FBF1	Not significant
FBLN2	Not significant
FBXO10	Not significant
FCER2	Not significant
FCGR2A	Mono early up
FCRL1	Not significant
FCRL2	Not significant
FCRL3	Not significant
FCRL5	B/T early up
FCRLA	B/T early up
FFAR1	Not significant
FGD2	Mono late down
FGD4	Not significant
FGD6	Not significant
FGFR1	Not significant
FHAD1	Mono late up
FMNL2	Not significant
FMO5	Not significant
FOXP4	Not significant
FRMD4A	Not significant
FSD2	Not significant
FUOM	Not significant
GAB2	Not significant
GANC	Not significant
GAPT	Lymph late up
GATB	Not significant
GATM	Not significant
GBA2	Not significant
GNG7	Not significant
GPSM1	Not significant
GRHL1	Not significant
GRK3	Not significant
GRK4	Not significant
GSAP	Not significant
GSTT2	Not significant
HCK	Mono late up
HDAC9	Not significant
HES1	Not significant
HES6	Not significant
HEXIM2	Not significant
HHEX	B down
HIST1H2AD	Not significant
HIST2H3A	Not significant
HMOX1	Not significant
HPS3	Not significant
HRK	Not significant
HS3ST1	Not significant
HVCN1	Mono late up
IFNLR1	Not significant
IFT122	Not significant
IRF5	Mono early up
JAZF1	Not significant
JCHAIN	Not significant
KCNH3	Not significant
KCNIP3	Not significant
KEL	Not significant
KIAA0319	Not significant
KIF13A	Not significant
KIF18A	Not significant
KLRF2	Not significant
KMO	Not significant
KYNU	Not significant
LACTB2	Not significant
LAT2	Not significant
LDB2	Not significant
LGALS12	Not significant
LIPJ	Not significant
LIPN	Not significant
LONRF3	Not significant
LRRC25	Mono late down
LRRC61	Not significant
LRRC70	Not significant
LRRK1	Not significant
LRRK2	Mono late down
LRRN3	Not significant
MAMU-DOA	Not significant
MAMU-DOB	Not significant
MAP3K20	Not significant
MAP7D2	Not significant
01-mar	Mono late up
MARCKS	Mono late up
MEF2C	Mono late down
MEIG1	Not significant
MIA	Not significant
MILR1	Not significant
MLYCD	Not significant
MND1	Not significant
MNS1	Not significant
MOCOS	Mono late up
MPP6	Not significant
MS4A7	Mono late down
MSC	Not significant
MTFR1	Not significant
MTHFR	Not significant
MTMR14	Not significant
NAPSA	Not significant
NCF1	Mono late up
NDST1	Not significant
NKX3-1	Not significant
NLRP1	Not significant
NOD2	Not significant
NOX1	Not significant
NPC2	Not significant
NRGN	Not significant
NUAK2	Not significant
NUGGC	Not significant
OGG1	Not significant
OSBPL10	Not significant
PADI2	B down
PALM2	Not significant
PAQR8	Not significant
PAX5	Not significant
PDCL	Not significant
PFKFB4	Not significant
PGAM2	Not significant
PGGT1B	Not significant
PHACTR1	Not significant
PHLPP1	Not significant
PIK3R6	Not significant
PIP5K1B	Not significant
PLBD1	B/T early up
PLD4	Not significant
PLEKHJ1	Not significant
PLXNB2	B down
PNOC	Not significant
POU2AF1	Not significant
POU2F2	Not significant
PPFIA2	Not significant
PPM1J	Not significant
PRCP	Mono late down
PRELID2	Not significant
PRUNE1	Not significant
PTAFR	Mono late down
PTCH1	Not significant
PTDSS2	Not significant
PTK2	Not significant
PTP4A3	Not significant
PTPDC1	Not significant
PUS10	Not significant
QSOX2	Not significant
RAB11B	Not significant
RAB30	Not significant
RAB3A	Not significant
RAB3C	Not significant
RAB44	Mono late up
RABEP2	Not significant
RANBP10	Not significant
RANGRF	Not significant
RAPGEF5	Not significant
RASGRP3	Not significant
RASSF4	Not significant
RBM3	Not significant
RF00191	Not significant
RF01957	Not significant
RGL1	Mono late up
RHOB	Not significant
RHOBTB2	Not significant
RHOQ	Not significant
RIPOR1	Not significant
RNASEK	Not significant
RNF144B	Not significant
RNF215	Not significant
RNFT1	Not significant
RUBCNL	Not significant
RYR1	Not significant
S100A13	Not significant
SAG	Not significant
SAP30	Not significant
SAV1	Not significant
SCAMP4	Not significant
SCFD2	Not significant
SCIMP	Not significant
SEMA4B	Not significant
SETMAR	Not significant
SGTB	Not significant
SIGLEC10	Not significant
SIGLEC6	Not significant
SIPA1L3	Not significant
SLC15A2	Not significant
SLC15A3	B down
SLC15A4	Not significant
SLC16A11	Not significant
SLC23A1	Not significant
SLC25A29	Not significant
SLC25A40	Not significant
SLC29A2	Not significant
SLC29A3	Not significant
SLC2A10	Not significant
SLC43A2	Not significant
SLC9A7	Not significant
SLCO5A1	Not significant
SLX4	Not significant
SMYD2	Not significant
SNX16	Not significant
SNX18	Not significant
SNX21	Not significant
SOBP	Not significant
SOGA1	Not significant
SOX5	Not significant
SPATA33	Not significant
SPATA6	Not significant
SPHK2	Not significant
SPI1	Not significant
SSPN	Not significant
ST3GAL5	Not significant
ST3GAL6	Not significant
STAP1	Mono late up
STARD5	Not significant
STARD7	Not significant
STARD9	Not significant
STK38L	Not significant
SYVN1	Not significant
TBC1D9	Not significant
TBCCD1	Not significant
TCEANC2	Not significant
TCF4	Not significant
TCTN1	Not significant
TEX9	Not significant
TFEC	Mono late up
THNSL2	Not significant
TIMM8A	Not significant
TLE1	Not significant
TLR1	Not significant
TLR10	B down
TLR9	Not significant
TMED7	Not significant
TMEM231	Not significant
TNNI2	Not significant
TNS3	Not significant
TP73	Not significant
TRIM47	Not significant
TRIM6	Not significant
TRIM7	Not significant
TRIO	Not significant
TRMT5	Not significant
TTC21A	Not significant
TYMP	Mono early up
UBE2E2	Not significant
UCHL1	Not significant
UFM1	Not significant
ULK4	Not significant
UPB1	Not significant
USP30	Not significant
USP46	Not significant
UTS2B	Not significant
VASH1	Not significant
VAV2	Not significant
VNN2	Mono late up
VPREB3	Not significant
VPS37C	Not significant
WDFY4	B down
WDR19	Not significant
WDR35	Not significant
WDR92	Not significant
WHRN	Not significant
WIF1	Not significant
WNT7B	Not significant
XKRX	Not significant
ZDHHC23	Not significant
ZMIZ1	Not significant
ZNF165	Not significant
ZNF175	Not significant
ZNF283	Not significant
ZNF333	Not significant
ZNF529	Not significant
ZNF557	Not significant
ZNF608	Not significant
ZNF621	Not significant
ZNF768	Not significant
ZNF790	Not significant
ZNF821	Not significant
ANKRD16	Not significant
ATN1	Not significant
BAIAP2	Not significant
BCKDHB	Not significant
BRSK1	Not significant
C1orf112	Not significant
CABP5	Not significant
CCDC154	Not significant
CHKA	Not significant
COL9A2	Not significant
CPNE8	Not significant
CTNNAL1	Not significant
DXO	Not significant
ENSMMUG00000000085	Not significant
ENSMMUG00000008515	Not significant
ENSMMUG00000008795	Not significant
ENSMMUG00000044638	Not significant
ENSMMUG00000047538	Not significant
JADE3	Not significant
KCND1	Not significant
KHDRBS3	Not significant
KSR1	Not significant
LDB3	Not significant
LRRC32	Not significant
MAMDC4	Not significant
MMS22L	Not significant
ODF3B	Mono early up
PAPSS2	Not significant
PRKAR2B	Not significant
RBM47	Not significant
RELB	Not significant
SAMD4A	Not significant
10-sep	Not significant
SETD7	Not significant
SLC16A1	Not significant
TAGLN	Not significant
TMEM50B	Not significant
TPST1	Not significant
TREX1	Not significant
UCK2	Not significant
ZNF613	Not significant
ZNF736	Not significant
ZNF776	Not significant
ATRNL1	Not significant
CST3	Mono late down
DEPP1	Not significant
GCA	Mono late up
RHEBL1	Not significant
RNF43	Not significant
SYNPO	Not significant
VWA3B	Not significant
ZMIZ2	Not significant
ZNF691	Not significant
ZSCAN5A	Not significant
ABCB8	Not significant
ADAMTS7	Not significant
ADAT1	Not significant
AGPAT4	Not significant
ALDH1A3	Not significant
ANGPT2	Not significant
ANKRD42	Not significant
ANKS1A	Not significant
ANO10	Not significant
ATG4A	Not significant
ATP11A	Not significant
ATP8B4	Not significant
BACE1	Not significant
BTNL3	Not significant
C3H7orf61	Not significant
CAMKMT	Not significant
CARNS1	Not significant
CASP6	Not significant
CCDC102A	Not significant
CCDC138	Not significant
CCDC158	Not significant
CCDC24	Not significant
CD244	Not significant
CD300C	Not significant
CD300LD	Not significant
CDYL2	Not significant
CGREF1	Not significant
CGRRF1	Not significant
CMTR2	Not significant
CNNM2	Not significant
COA7	Not significant
COL5A3	Not significant
CPE	Not significant
CPM	Not significant
CSRNP2	Not significant
CTRL	Not significant
CTTN	Not significant
CXCR2	Not significant
DHCR24	Not significant
DIXDC1	Not significant
DNASE1	Not significant
DPEP1	Not significant
DPH7	Not significant
EEF1AKMT3	Not significant
EHHADH	Not significant
ENO3	Not significant
ENSMMUG00000000126	Not significant
ENSMMUG00000002212	Not significant
ENSMMUG00000007596	Not significant
ENSMMUG00000007703	Not significant
ENSMMUG00000008567	Not significant
ENSMMUG00000009114	Not significant
ENSMMUG00000009165	Not significant
ENSMMUG00000009456	Not significant
ENSMMUG00000011326	Not significant
ENSMMUG00000012053	Not significant
ENSMMUG00000013741	Not significant
ENSMMUG00000016232	Not significant
ENSMMUG00000018317	Not significant
ENSMMUG00000018327	Not significant
ENSMMUG00000028816	Not significant
ENSMMUG00000029087	Not significant
ENSMMUG00000029772	Not significant
ENSMMUG00000029877	Not significant
ENSMMUG00000030006	Not significant
ENSMMUG00000037991	Not significant
ENSMMUG00000038017	Not significant
ENSMMUG00000038317	Not significant
ENSMMUG00000038434	Not significant
ENSMMUG00000039867	Not significant
ENSMMUG00000040340	Not significant
ENSMMUG00000040356	Not significant
ENSMMUG00000041097	Not significant
ENSMMUG00000041166	Not significant
ENSMMUG00000041546	Not significant
ENSMMUG00000041658	Not significant
ENSMMUG00000042228	Not significant
ENSMMUG00000043299	Not significant
ENSMMUG00000043726	Not significant
ENSMMUG00000043811	Not significant
ENSMMUG00000044222	Not significant
ENSMMUG00000045642	Not significant
ENSMMUG00000045910	Not significant
ENSMMUG00000046069	Not significant
ENSMMUG00000046257	Not significant
ENSMMUG00000047628	Not significant
ENSMMUG00000047929	Not significant
ENSMMUG00000047940	Not significant
ENSMMUG00000048804	Not significant
ENSMMUG00000049186	Not significant
ERMP1	Not significant
F12	Not significant
FAM102B	Not significant
FAR2	Not significant
FCER1G	Not significant
FCGBP	Not significant
FECH	Not significant
FNIP2	Not significant
FSIP1	Not significant
GCNA	Not significant
GDPD3	Not significant
GPR21	Not significant
GPR34	Not significant
GPR88	Not significant
GTF2E1	Not significant
GTF2H4	Not significant
HEATR9	Not significant
HES4	Not significant
HGD	Not significant
HIC1	Not significant
HPS6	Not significant
HTRA4	Not significant
IL12RB1	Not significant
INIP	Not significant
IPO13	Not significant
ITGA9	Not significant
ITLN1	Not significant
KANSL3	Not significant
KATNB1	Not significant
KIR2DL4	Not significant
KLHL29	Not significant
KRT23	Not significant
LARS2	Not significant
LATS2	Not significant
LIMD1	Not significant
LIPC	Not significant
LRRC20	Not significant
LRRC43	Not significant
LSM5	Not significant
MAMU-KIR	Not significant
MBD5	Not significant
MICB	Not significant
MICU3	Not significant
MMAA	Not significant
MMRN1	Not significant
MON1B	Not significant
MRC2	Not significant
MXD1	Not significant
MYO1D	Not significant
NAT1	Not significant
NCAM1	Mono late down
NEK10	Not significant
NEXN	Not significant
NUAK1	Not significant
ORAI2	Not significant
OSBPL5	Not significant
PAAF1	Not significant
PAEP	Not significant
PARD6A	Not significant
PC	Not significant
PDGFD	Not significant
PDGFRB	Not significant
PECR	Not significant
PGS1	Not significant
PIF1	Not significant
PIGP	Not significant
PLXNA2	Not significant
PLXND1	Not significant
POLDIP3	Not significant
PRKD1	Not significant
PRR5L	Not significant
PTAR1	Not significant
PTPN7	Not significant
RAB27B	Not significant
RAB40AL	Not significant
RAD21L1	Not significant
RFX1	Not significant
RNF165	Not significant
RNF170	Not significant
ROR2	Not significant
RPRD1B	Not significant
RUSC1	Not significant
SDSL	Not significant
SERAC1	Not significant
SERPINE2	Not significant
SH2B1	Not significant
SH2D1B	Not significant
SH2D4A	Not significant
SH3RF1	Not significant
SIGLEC1	Mono late up
SLA2	Not significant
SLC24A3	Not significant
SLC35E2B	Not significant
SLX1A	Not significant
SMIM10	Not significant
SMIM10L1	Not significant
SMKR1	Not significant
SMYD3	Not significant
SNRPG	Not significant
